"holderAddress","DEPOSIT_NECT_VAULT","DEPOSIT_iBGT_VAULT","GALXE","CUBQUEST","HOLD_GENESIS_NFT","HOLD_BERAC_POL_NFT","HOLD_BERAC_POL_2_NFT","STAKE_DIRAC_Phase_2","Stake_LP_KODIAK","STAKE_INFRARED","STAKE_BGT_STATION","TOTAL_POINTS"
"0xeab75796623258bf170c8180e067dc8c84a8066c",20,20,0,0,0,0,0,10,0,0,0,50
"0xea94b94f529e488de749bf018edd088775beb965",0,20,0,0,0,0,0,10,10,0,0,40
"0xe7f77ccbbfdf3ddc887ac96c21d6362f5276eac5",20,20,0,0,0,0,0,10,0,0,0,50
"0xe239b3d8ee1906ed368a548be0e0911b6cb3ab72",20,20,0,0,0,0,0,10,10,0,0,60
"0xe0880013582466efc783dc28eb8cd37d6af3b938",20,20,0,0,0,0,0,10,10,0,0,60
"0xda5cf11e9b799411a144f9bc7d5599e34ad2f62e",20,20,0,0,0,0,0,10,0,0,0,50
"0xce2bfaa444b235a361e5805180aaaf93470c3886",20,20,0,50,0,0,0,0,0,0,0,90
"0xcda0ea1a983d8bdc62b22bacd391dc7c580079dc",20,20,0,0,0,0,0,10,0,0,0,50
"0xcf24c4cc648da9b981cdfb78b9e78e1b200943f5",20,20,0,0,0,0,0,10,10,0,0,60
"0xcacb64a2081477772911ff466f5dd47ff8d6f3d2",0,0,0,0,0,0,0,10,0,0,0,10
"0xc7a69a119a1cf6febce6fc7bd475d2fccee461be",20,0,0,0,0,0,0,10,0,0,0,30
"0xc749901629b3aa175bf4d9270a45363977a1b11c",20,20,0,0,0,0,0,10,0,0,0,50
"0xc6e3935af3b3c514166a79512338186ecabb6868",0,20,0,0,0,0,0,10,10,0,0,40
"0xc4b23f15eeba4ce2254645f956a412d13a6d28ae",20,20,0,0,0,0,0,10,0,0,0,50
"0xbfb5003c2f4d2e773887645d5d48b26710e63b5a",20,20,0,50,0,0,0,10,10,0,0,110
"0xbc358de87897554ab58e0eceb3984c1f689dc652",20,20,0,0,0,0,0,10,0,0,0,50
"0xb6252932f5a39d50bcedfe3bbb0f7e114d387ee8",0,0,0,0,0,0,0,10,0,0,0,10
"0xb44fe85077778d451019fe0466e950ea8661bc7b",0,0,0,0,0,0,0,10,10,0,30,50
"0xb3524caf4aa03259385147bf4d0aeae102fa3552",20,20,0,50,0,0,0,0,0,0,0,90
"0xb30de08ec087967590d5bfaf0df485f4a58acc5c",20,20,0,0,0,0,0,10,0,0,0,50
"0xae182dfb4effc861db371b0cd350bf49bf99187f",0,0,0,0,0,0,0,10,0,0,0,10
"0xadfc67f4180912d7c70546f11ee088e7883ca035",0,0,0,0,0,0,0,10,0,0,0,10
"0xaca281a4e4cb60e682f22f26e3cc4fddbc241561",20,20,0,0,0,0,0,10,0,0,0,50
"0xa858fcedf88c7f749e21a05a3df8dc5ee1d28dd5",0,20,0,0,0,0,0,10,10,0,0,40
"0xa099d4fe7571e6f5b24a237f82a65f5294a24080",20,20,0,50,0,0,0,10,0,0,0,100
"0xfc52086acfdc337151b1148ae1d1236dfbe1aff1",0,20,0,0,0,0,0,10,10,0,0,40
"0xfb0f0c37a3452c6a4a2a7d45d453a391b305fe5a",20,0,0,0,0,0,0,10,10,0,30,70
"0xfab1f75103c7afa1e8fd4acf874dc8c4d002d0b9",20,20,0,0,0,0,0,10,0,0,0,50
"0xf2558f125a03ca96af8d5e5ff0405da04d5aecc6",0,0,0,0,0,0,0,10,0,0,0,10
"0xf16471249612b31fecf170f20c9951737aaa2503",0,0,0,0,0,0,0,10,0,0,0,10
"0xeca29cbea19d5ecc4cab0a626566a4cd891f5b3f",20,20,0,50,0,0,0,0,0,0,0,90
"0xe816c943e987e094e09a23bf7b528e773615a4ca",20,20,0,0,0,0,0,10,0,0,0,50
"0xe703ecfe68b5ccca1d1e7ec394cc5804cd73415c",20,20,0,0,0,0,0,10,0,0,0,50
"0xe1762faecb53bf72f090bfee96418cdbbefae7e2",0,0,0,0,0,0,0,10,0,0,0,10
"0xe0e73125f8bfe12b646b5e23c9a67bbfeac40e49",0,0,0,0,0,0,0,10,0,0,0,10
"0xde2bccb73647203a8277e36833d8a9bec0effd32",20,20,0,0,0,0,0,0,0,0,0,40
"0xdd1794b3b007cc34f6d0c1b4a04a0b88fa651791",20,20,0,0,0,0,0,10,10,0,0,60
"0xd9343d40aacf49e4c2511cb2d98395fc5e808233",20,0,0,0,0,0,0,10,0,0,0,30
"0xd8f6d155f6b1d1f4d55fd2ee761cf363a697030d",0,0,0,0,0,0,0,10,0,0,0,10
"0xd78f1e3034bab781e492670833f79065b4bc3361",20,0,0,50,0,0,0,10,0,0,0,80
"0xd45f5d08bc9214b8231114ecb4c4db63a7708ff2",20,20,0,0,0,0,0,10,0,0,0,50
"0xd3aa596c5032a4bc7a68e161d58426fef1c358e1",0,0,0,0,0,0,0,10,0,0,30,40
"0xd26126f5c3d0f1d5ead36bf74d489677a8cc997b",0,20,0,0,0,0,0,10,10,0,0,40
"0xcfdec61763b26684ce66b4bbd29f6feb575bf09a",20,20,0,50,0,0,0,0,0,0,0,90
"0xc7e0778459d8210cba4360dc43d5f396929045ac",0,0,0,0,0,0,0,10,0,0,0,10
"0xc3678fb7725eaab21bf7e175e07cf4ddd942984e",0,20,0,0,0,0,0,10,10,0,0,40
"0xbe10ef7f8b860471befd43f36719384e2aefd70a",20,20,0,0,0,0,0,10,0,0,0,50
"0xb98cbf09e757e440ca228795ee32e1c44d7bcfb5",0,0,0,0,0,0,0,10,0,0,0,10
"0xb6dd7d1589dbef4d3d562059bc910a9fe3a6af25",20,20,0,0,0,0,0,10,10,0,0,60
"0xb5f08752185c5b3e62d736aa8aabdd35ba4880e6",20,20,0,0,0,0,0,10,0,0,0,50
"0xb24db79c7cdb9d957fd943e48fec38047623c7b7",20,20,0,0,0,0,0,10,10,0,0,60
"0xac1793967d290da5fb1ec8b0fc4bf3b54e76322b",20,20,0,0,0,0,0,10,0,0,0,50
"0xa9e2d5e858304ecde300420cc8aa06dce678496e",0,0,0,0,0,0,0,10,0,0,0,10
"0xa61c5ad8c4c67db06ebf2e3f4fa0df055c578914",20,20,0,50,0,0,0,10,10,0,0,110
"0xa2c0905a8a1e66cc1633d2031ee21b18d4a42fa6",20,20,0,50,0,0,0,0,0,0,0,90
"0xa21eaec6624ef8e4ea007307d0113844701bb012",20,20,0,0,0,0,0,10,0,0,0,50
"0x9f8bce2287a497ca9b9aadd17d02f66a5e520166",20,0,0,0,0,0,0,0,0,0,0,20
"0x9c1f7a1fbe360de8b92a64ef9111302b4aa10dc6",0,0,0,0,0,0,0,10,0,0,0,10
"0x9bb16b707d11479f33ab30ea20ef072cbb1b3b8b",20,20,0,0,0,0,0,10,10,0,0,60
"0x9a608d9f416518b5f11acf3dc5594c90d6998e2c",0,20,0,0,0,0,0,10,0,0,0,30
"0x99153f3d76e8e96d439ca6f3f319fc988ee293bb",20,20,0,0,0,0,0,10,10,0,0,60
"0x95f60c57369b5a9224fb6c58e5e708738499e279",20,0,0,0,0,0,0,0,0,0,0,20
"0x9465dfb6fb9e23beea46eb198269ee8fa844b760",0,0,0,0,0,0,0,10,0,0,30,40
"0x9124f142a31c1255665eeef3f583334fc89d1ff3",20,20,0,0,0,0,0,10,10,0,0,60
"0x8f0c29149dff11d0206a52a07a9288648d4b0dcb",20,20,0,0,0,0,0,10,0,0,0,50
"0x8c86765dcb0b32ace9d10b06c6ba40cb4e0e11de",0,0,0,0,0,0,0,10,0,0,0,10
"0x8be8c7a09bc2318502f3f1de6fe5f830e98e82d7",20,20,0,0,0,0,0,10,0,0,0,50
"0x8e5a4bbca547929924252d52ff36f4df24b3ae84",0,0,0,0,0,0,0,10,0,0,0,10
"0x8cfff6d2e6d6359deb55fa31b56daa99741684bc",0,0,0,0,0,0,0,10,0,0,0,10
"0x88bf98d7b1f154433af68263d3e4703fcc9c2947",20,20,0,0,0,0,0,10,0,0,0,50
"0x85baf67d5d7154c5c348c48f1ef053c9a79f0fe7",0,0,0,0,0,0,0,10,0,0,30,40
"0x85b433e89006e96a29e657d2d56dfaf56fc57810",20,20,0,0,0,0,0,10,0,0,0,50
"0x84fa09f84fc522a0950036c61fbe3d059ef7ce05",20,20,0,50,0,0,0,0,0,0,0,90
"0x7a51ec46dcd391f3c96b7d7ff37134765ffade51",20,20,0,0,0,0,0,10,0,0,0,50
"0x7eedfc1c7b8a8fa57cd7be90dc0ecece4d4bde46",20,20,0,0,0,0,0,10,10,0,0,60
"0x7e06ac21e3d80b895fa842ce495bafaa7c938db9",20,20,0,0,0,0,0,10,0,0,0,50
"0x7b73e3f5ee03f7f22644270f3357d4bc19fbd01a",20,20,0,0,0,0,0,10,0,0,0,50
"0x795a5a6ed365111a62b0d8db7125d8ff95ba0310",20,0,0,0,0,0,0,10,0,0,0,30
"0x790a6c3c8f66bf7b10ef183eb587842c12b3af7c",20,20,0,50,0,0,0,10,0,0,0,100
"0x75c0eb935cb2e59f7158fabecc05936dc05036f8",20,20,0,0,0,0,0,10,0,0,0,50
"0x74c06cd41e874fcebf1069e3049c71395f055106",0,0,0,0,0,0,0,10,0,0,0,10
"0x7400c16281a5daf360d15fe265769c33f3cb0fd2",20,20,0,50,0,0,0,10,10,0,30,140
"0x737e23b8652656406b89662e422e0a4aef07dbfe",0,0,0,0,0,0,0,10,0,0,0,10
"0x726b0975c9159ee5096deae5ef15925e3595bcbb",20,20,0,0,0,0,0,10,0,0,0,50
"0x7213c705c84e5d9e30d6cfb081fae1fc3dda3af4",20,20,0,50,0,0,0,0,0,0,0,90
"0x712016441c6f2b68c3af22ae670c4937c57f8148",20,0,0,0,0,0,0,0,0,0,0,20
"0x6fecc8fa6820e7e16ec9839837864f76ee9fb52c",20,20,0,0,0,0,0,10,10,0,0,60
"0x6eef77e2716e01b629eca6be186273505f813fdd",0,0,0,0,0,0,0,10,0,0,0,10
"0x6d9e8325dc6a5c32884860b8bca2b8be515c85f5",20,20,0,50,0,0,0,0,0,0,0,90
"0x6bcf935c9a0b447fe14e8c341ed943f0137ff76a",20,20,0,0,0,0,0,10,10,0,0,60
"0x6a63719d2bc3d737a140eda28cf74aa17fdf5fb6",0,0,0,0,0,0,0,0,0,0,30,30
"0x678b469988173865c1d482d3e217fc853e05195d",20,20,0,0,0,0,0,0,0,0,0,40
"0x649994a40bde72d35830d279cd4bdd0887fbd19d",20,0,0,0,0,0,0,0,0,0,0,20
"0x61c4f94c0da867dfabf3d0861cc64c507c8c2035",20,20,0,0,0,0,0,10,0,0,0,50
"0x5ed3c4ed14530a3db498adb9775577ad78eda157",20,20,0,50,0,0,0,0,0,0,0,90
"0x5e8ef3160cbcca02ca8f09519b944f0e86fa42fc",20,20,0,0,0,0,0,10,0,0,0,50
"0x5f30085099f9e81c848c3ecc7cbde406a9e2d77b",0,20,0,0,0,0,0,10,10,0,0,40
"0x5802df1144b6ee90d1038129c7cbda41f346bcfd",20,20,0,0,0,0,0,10,10,0,0,60
"0x531cdf82e7a2826259d8c8f95429c07764e33ade",0,0,0,0,0,0,0,10,0,0,0,10
"0x52279727b68c3998470e34339245726289058f1c",20,20,0,0,0,0,0,10,0,0,0,50
"0x52118ddc23d5e3a84cd136ae773f7301e6baad57",20,20,0,0,0,0,0,10,10,0,0,60
"0x506734fa97cc465066b3c3cfd5a14feeb027397f",20,20,0,0,0,0,0,10,0,0,0,50
"0x50600868f6b729b58daa51d90e945ae776d239e2",0,0,0,0,0,0,0,10,0,0,0,10
"0x505297c84cedbb34e1e123ce452af03ab11624aa",0,0,0,0,0,0,0,10,0,0,0,10
"0x4ef4d65cbec5f840d2e36ad9da2fd4984e40b7a5",0,0,0,0,0,0,0,10,0,0,0,10
"0x4c553445a46d2b2696cf13db2a9f161ac79b0fa2",0,0,0,0,0,0,0,10,0,0,0,10
"0x4e35e47102afb498481bb781f5fafdfdd170c825",0,0,0,0,0,0,0,10,0,0,0,10
"0x4ca6fa5bb02260113306a5c4156386da59394998",20,20,0,50,0,0,0,0,0,0,0,90
"0x4c17fcc182195e009065826db432215f52e7776a",0,0,0,0,0,0,0,10,0,0,0,10
"0x49075225df881cd5682606732feb168bdafd9e68",20,20,0,0,0,0,0,10,0,0,30,80
"0x465bc1f917f1e5dcc9a6c9517e0264b78377956f",20,20,0,0,0,0,0,10,0,0,0,50
"0x46510603609b7ff098bf8245fe7d7e0cf395dddf",0,20,0,50,0,0,0,0,0,0,0,70
"0x433e8daad2178f5e9db70e0a75252f8f8f72c52d",20,20,0,0,0,0,0,10,0,0,0,50
"0x425d0718edeefc613da64e8d776ed316a40f3ce4",0,0,0,0,0,0,0,10,0,0,0,10
"0x403ba5a75575577d188c7f753dd2508d6687e6bd",20,20,0,0,0,0,0,10,10,0,0,60
"0x3ea5fea632603ff85fb920b3fbb7c779062eafe0",20,20,0,0,0,0,0,0,0,0,0,40
"0x3cb0e02385f32252b44fffa86c0f83529416c9e3",0,0,0,0,0,0,0,10,10,0,0,20
"0x3a2d6bc2b0514c434a8f2f6e7359433d07db4bee",0,0,0,0,0,0,0,10,0,0,0,10
"0x3e116903cb66fb6fd55061d97a09f6548741af67",0,20,0,0,0,0,0,10,0,0,0,30
"0x3d3955c9a8597031c2b85433a74135e89935cc2a",20,20,0,0,0,0,0,10,0,0,30,80
"0x3c962ead511227f200941935063dfced957b291c",20,0,0,0,0,0,0,10,0,0,0,30
"0x3b05ebcd82155e8cb04f8f273acff97b1d400255",0,0,0,0,0,0,0,10,0,0,0,10
"0x3a3e1c8bfbd6616a9819b4591f297d1a431628f3",20,20,0,50,0,0,0,10,0,0,0,100
"0x34a8421d75be578dda67048104dcc0aa377e357c",20,20,0,0,0,0,0,10,0,0,0,50
"0x32ea8f6af57de4362414d546ef7f8603bc8aa44e",0,0,0,0,0,0,0,10,0,0,0,10
"0x31503793f3476fcbaad8a5d54816a58708df269d",20,20,0,0,0,0,0,10,0,0,0,50
"0x308c6a02436c9c6779c8b8f3718e98fc12d49078",20,20,0,0,0,0,0,10,0,0,0,50
"0x30728f4f4d001477190015f7d46e1ee12bb20069",0,0,0,0,0,0,0,10,0,0,0,10
"0x2f9f70f14f02c8dedf4be0be2ac797276c59a8c9",20,20,0,0,0,0,0,10,10,0,0,60
"0x2f76851a0eb64b80fe3610a5259770f3fdecd5ec",20,0,0,0,0,0,0,0,0,0,0,20
"0x2ec48333ea1ca18ea2ec5312cdb73ab6f5152e52",0,0,0,0,0,0,0,10,0,0,30,40
"0x2a10138c658861bd7b099e0220357b440bfa280d",0,0,0,0,0,0,0,10,0,0,0,10
"0x29744bd7b37bde14f74d281d3badbe68b299be5f",20,20,0,0,0,0,0,10,10,0,0,60
"0x28654544f35a3d1f3dc07e77a4abfe26e19bf404",20,20,0,0,0,0,0,10,0,0,0,50
"0x27fbfa66ce6b711f4a0615a2c13ea83d68b6c717",20,20,0,50,0,0,0,0,0,0,0,90
"0x2764f3102510e51a7d3543a09fd7f49b1d5e2439",20,20,0,50,0,0,0,0,0,0,0,90
"0x211f23e9e181999288eb0250aae8a85674b9ba4a",0,0,0,0,0,0,0,10,0,0,0,10
"0x20af7316e7baa5e8fb42fc2f52641a5236c27515",0,0,0,0,0,0,0,10,0,0,0,10
"0x206edbfbbf560ff48ecc33b628bad27fc94dc15d",20,20,0,0,0,0,0,10,10,0,0,60
"0x1c7504f8b5105ffefd3b919e7dc84c8106fc9603",20,20,0,0,0,0,0,10,10,0,0,60
"0x1c1f1ea64e2eb2289da7c39dc1662f1f54b9d3a2",20,20,0,0,0,0,0,10,10,0,0,60
"0x197da6348ec7542c3b349292da0a088f6d3dff80",20,20,0,50,0,0,0,10,0,0,0,100
"0x192ef736afc178d743902a8ce4c42f8e7b65729e",20,0,0,0,0,0,0,10,0,0,0,30
"0x18196a781eacc429e0d651121732642de1097a4b",20,20,0,0,0,0,0,10,0,0,0,50
"0x178e1a232be1cb2eea82d091215268c4215335ca",0,0,0,0,0,0,0,10,0,0,0,10
"0x14fe3f2889cd05977ad4e2508e44cb0f3d7f56bb",20,20,0,0,0,0,0,10,0,0,0,50
"0x14ec04e9bd2adaf1ebc406fbe93361253e4c2294",0,20,0,0,0,0,0,10,10,0,0,40
"0x146297486d762e91f8af3c9d29208a8ff7ec1ef7",20,20,0,0,0,0,0,10,10,0,0,60
"0x13887648183758a9d8d3259c4899b0a87ea80b36",20,20,0,50,0,0,0,10,0,0,0,100
"0x1293e8ef75c430577ddfd53f95eff1aa024d89a7",0,0,0,0,0,0,0,10,0,0,0,10
"0x10ceaa1fc9c22e2f02ba5fe1a3217f2aaae16c63",20,20,0,0,0,0,0,10,10,0,0,60
"0x0f6ec8016bdfe42f88bc2f71877a1cad22938147",20,20,0,0,0,0,0,10,0,0,0,50
"0x0eb202c2564ee4db8a9ea7d1b9d8711b77569850",0,20,0,0,0,0,0,10,10,0,0,40
"0x0bfd61995698d6d4995ddb0f11cb0e168167f856",20,20,0,50,0,0,0,0,0,0,0,90
"0x0cae1f124b407710200e1b317a37dbc8b1fc9049",20,20,0,0,0,0,0,10,0,0,0,50
"0x0a06a1082efc81a01bb5f7f3593aa937d8c7e79f",20,20,0,0,0,0,0,10,10,0,0,60
"0x093d4eb32845db6fba70135db39375397381078e",20,20,0,50,0,0,0,10,0,0,0,100
"0x07f4e8ac8e1355506ce211a98d899086f771afe5",20,20,0,0,0,0,0,10,0,0,0,50
"0x06df6c77778e0bf4c2038c844091395a211f7ff2",0,0,0,0,0,0,0,10,0,0,0,10
"0x065c7852d81c8525eda7899b0a4cb8062bd20de4",20,20,0,0,0,0,0,10,10,0,0,60
"0x02414f826d2336d8c7a5226760bdb43fded4237e",20,20,0,0,0,0,0,10,0,0,0,50
"0x0112e86824591a4e593b1c7f6e33a6bc919ac257",0,0,0,0,0,0,0,10,0,0,0,10
"0x00e5554480bb3ecbacc92aaa8515e77314a8b634",20,20,0,0,0,0,0,10,10,0,0,60
"0xf6faffc4352054c91272e89dfc4dac9d5ab9f1fe",20,20,0,0,0,0,0,10,0,0,0,50
"0xf364d397089ea704f10477136cc2a8b201a3e406",0,0,0,0,0,0,0,10,0,0,0,10
"0xf1e6f8d261ecf9c18f89668e660781a8dcfda799",20,20,0,0,0,0,0,0,0,0,0,40
"0xf1d1029dd20c230fd4dc5833c86f04efee4cc4c2",20,20,0,0,0,0,0,10,0,0,0,50
"0xeac3d06097fc94956fc1eee65d503ff9a739a7c6",0,0,0,0,0,0,0,10,0,0,0,10
"0xeda9e8a4dd9dc7dfd74844a2f935ee24eda0a5ff",0,0,0,0,0,0,0,10,0,0,0,10
"0xecc14a33446d9952926c5f36045675155cd810e2",20,20,0,0,0,0,0,10,0,0,0,50
"0xec8547ff6fb605ce09b443d20171007c5c1155fb",20,20,0,0,0,0,0,10,0,0,0,50
"0xe9488a52b1488f95f26c0911ec2104b95fe9b715",20,0,0,0,0,0,0,10,0,0,0,30
"0xe899b3ea7fbad6b76832c3c248894e5375bdbdfe",20,20,0,50,0,0,0,10,0,0,0,100
"0xe75a2830c8588bc38cb82d0fb768556f26ce525a",20,0,0,0,0,0,0,10,0,0,0,30
"0xe5aacbc8f84db0fef29dc527480a4770f8ac6feb",20,20,0,0,0,0,0,0,0,0,0,40
"0xe4caabfab6457840ba127bd10307361121130bf9",0,20,0,0,0,0,0,0,0,0,0,20
"0xe4b81c87e946c4bb5c8239167da5c47da0f88036",20,20,0,0,0,0,0,10,10,0,0,60
"0xe27952f3f11159b2ecd51e92ac6f6563b96d7178",20,20,0,50,0,0,0,10,0,0,0,100
"0xdc1ae380e119b8a77284640e40702ca9e5a9c5b6",20,20,0,0,0,0,0,0,0,0,0,40
"0xdba19c4bbb36b1c1ce41d9fe829cf5b9f5ef5f38",20,20,0,50,0,0,0,10,10,0,0,110
"0xdb478e8c86ff768499a464ad5331dcf470f67e50",20,20,0,0,0,0,0,10,10,0,0,60
"0xdade471cef40534a41a05dc43b0f83eb63340d91",20,20,0,0,0,0,0,10,10,0,0,60
"0xd4b296025db6952471b79cb6fd238dcca15b81d3",20,20,0,0,0,0,0,10,10,0,0,60
"0xd3a1bad01427228581a3f72b9fe1c40deab2b3ef",0,0,0,0,0,0,0,10,0,0,0,10
"0xcc6728750fa3f6b78f92e16a3bb17904af58f117",20,20,0,0,0,0,0,10,10,0,0,60
"0xcda66f75f4ced13b8bd7fe15fe2023ddf8c0d14c",0,0,0,0,0,0,0,10,0,0,0,10
"0xc68cf64e025c5d569aa87789611ec258453d43dc",20,20,0,0,0,0,0,0,0,0,0,40
"0xc415029eb9e69fb37aa6da166f9eec4a7ecf59db",20,20,0,0,0,0,0,10,0,0,0,50
"0xc1414dcf7f8dd560fe0a9589aa9edac2ed9381f4",20,20,0,50,0,0,0,10,0,0,0,100
"0xb936682322cf788368f9248b445319c25b4e38a3",0,0,0,0,0,0,0,10,0,0,0,10
"0xb3915ca9ea95eccfaad74646bdd79cd84b3ecff9",20,20,0,0,0,0,0,10,10,0,0,60
"0xb038781114e209ca50bca9d3d68050db4fada119",0,0,0,0,0,0,0,10,10,0,0,20
"0xb00652637a34c907a74f9dba7d2b8c60c0c77d41",20,20,0,50,0,0,0,0,0,0,0,90
"0xae0829964852b61daf3f9705401d7d28b7ab5a38",0,0,0,0,0,0,0,10,10,0,0,20
"0xaca0f152a5215fb89afe7be8664bbf2e8f066ea1",0,0,0,0,0,0,0,10,0,0,0,10
"0xa7b22962b692aa1231f7336418e04e2e7c3a0954",20,20,0,0,0,0,0,10,0,0,0,50
"0xa7ae649b047b5b1146195b67247891207b4cbef1",0,20,0,0,0,0,0,10,0,0,0,30
"0xa31aeea459c1ab0124ed44711a678d6e18874692",20,20,0,50,0,0,0,10,10,0,0,110
"0xa19863582d0451ea3fabdff3bcf093a938e133cf",20,20,0,50,0,0,0,0,0,0,0,90
"0xa0af1d31f9b2be9598c0f1b91cad273f2f06bef9",20,0,0,0,0,0,0,10,10,0,0,40
"0xffbc641a911290e877b19c2a95474670bcc17d35",20,20,0,50,0,0,0,0,0,0,0,90
"0xfafb347bebb3584206dcc8de8e487ded4888f717",0,0,0,0,0,0,0,10,0,0,0,10
"0xf8de1e04e35d3059ed38a80c23a85884c3a12833",0,0,0,0,0,0,0,10,0,0,0,10
"0xf5bb4ce11241c9e68492a11a377b5fb7c02c9f7e",20,20,0,0,0,0,0,10,0,0,0,50
"0xf10d5ed7e4f5daa423a865c706663f133fa97319",0,0,0,0,0,0,0,10,0,0,0,10
"0xeba9ef888e3db68693e68d2fc282a498a8d74dd7",20,20,0,0,0,0,0,10,0,0,0,50
"0xee315119f3fcaaf91680167b967592b1a6935826",0,0,0,0,0,0,0,10,0,0,0,10
"0xede2b07fb21f19fcc150ff85a235c14f1e189319",0,0,0,0,0,0,0,10,0,0,0,10
"0xe81be796b44e9f0f4187624f02a7207d12c3bae6",20,20,0,50,0,0,0,10,10,0,0,110
"0xe175814c56471e42892a21f45fd30b42fec30e60",0,0,0,0,0,0,0,10,0,0,0,10
"0xe12a35b36a6d09d2d4b08610f5a507920ad7ffd7",0,0,0,0,0,0,0,10,0,0,0,10
"0xddf7920db63e6a73165c1ee9f28a705f964ee603",20,20,0,0,0,0,0,10,0,0,0,50
"0xd6493b7ec96cdde067f449053d61278a2cd11950",20,20,0,0,0,0,0,10,0,0,0,50
"0xd14c2ca5c2a27b2c5724cd1da433dff5e75f25ca",0,0,0,0,0,0,0,10,0,0,0,10
"0xcde7ed51cf07c0f56722044c4cda0a1b11570c74",20,20,0,0,0,0,0,10,0,0,0,50
"0xcdd82abe2df1599a7697b7790f406931b96c3279",20,0,0,0,0,0,0,10,0,0,0,30
"0xc4ce09621cf88539106ce034239d846b1a17a48f",0,0,0,0,0,0,0,10,0,0,0,10
"0xc3814bf9cac243757b41bf2098dc3c48a667a871",0,0,0,0,0,0,0,10,0,0,0,10
"0xc2123dd6d3f7b519485532420266b016d3357f5b",0,0,0,0,0,0,0,0,10,0,0,10
"0xbebd83ca0d7b18e9034364a0ade423f807bcab25",0,0,0,0,0,0,0,10,0,0,0,10
"0xb57c1ec4b93fbce28654c8f4c46e385827099bec",20,20,0,0,0,0,0,10,10,0,0,60
"0xb378f4ff287cb55440d11d3dbf0806f2de340b29",20,20,0,0,0,0,0,10,0,0,0,50
"0xaa9dd743aabc82ba67df9d0e948c5ce0545cf3e4",20,20,0,0,0,0,0,10,0,0,0,50
"0xa849bee74d54e00f963cea248d6825d333197b3a",0,0,0,0,0,0,0,10,0,0,0,10
"0x9e64eef5b5b4ba737ba851af26f24514ccaa8bf5",20,20,0,0,0,0,0,10,0,0,0,50
"0x9c1c3484ebc79a5543a3ad193573eb0250756e55",20,0,0,50,0,0,0,0,0,0,0,70
"0x99e848b9f10efe99708f08342e060550069c8b23",0,20,0,50,0,0,0,0,0,0,0,70
"0x988c0727bad57428fabffbf2eba0a3e7870a3c63",0,0,0,0,0,0,0,10,0,0,0,10
"0x984f5284447cd9d83ac3145c06b52dac9517eabd",0,0,0,0,0,0,0,10,0,0,0,10
"0x97615669d236913319669924445c7a780d65c86a",0,0,0,0,0,0,0,10,0,0,0,10
"0x96a5a865e5f8d900f9906e69dbb54796f3e8458b",0,0,0,0,0,0,0,10,0,0,0,10
"0x950480ca908ac4f0e5a31550fe71c830acce12f2",20,20,0,0,0,0,0,0,0,0,0,40
"0x940d184817fa07ea58737e32fb3eff6114a86c46",0,20,0,0,0,0,0,0,0,0,0,20
"0x928decb556f3206e2c749112712cd9b6e3c6c5cf",20,20,0,50,0,0,0,0,0,0,0,90
"0x92400f16d7f74db90bde0d77e539c365b60070b8",20,20,0,50,0,0,0,0,0,0,0,90
"0x9004bfde31500c1648498ea272235da7ff3a69f5",20,0,0,0,0,0,0,0,0,0,0,20
"0x8ced2a206609378f713903e77e438bdd3b3cc967",20,20,0,50,0,0,0,0,0,0,0,90
"0x8cd3baab9548bffb2352357428ca00a7776b3996",20,20,0,0,0,0,0,10,0,0,0,50
"0x88c965e574a96d290bfec4a942a99a1891ed0106",0,0,0,0,0,0,0,10,0,0,0,10
"0x8729671b4054b7d1d18f5163a7af0c6e374d938b",0,0,0,0,0,0,0,10,0,0,0,10
"0x86e17ea9debca8c8f7a5b4009f9c37fe8d97f323",20,20,0,0,0,0,0,0,0,0,0,40
"0x86a94aecd3d2258b5f4e2557632b7052142f5ca7",0,0,0,0,0,0,0,10,0,0,0,10
"0x862801be1140bac4155022b1a3fd57ef163d196e",0,0,0,0,0,0,0,10,0,0,0,10
"0x8479442bced04ffba97c475a0ab94d1175ce5863",0,0,0,0,0,0,0,10,0,0,0,10
"0x8297d26c22b696f2c360496862a7dbeed8488e89",0,0,0,0,0,0,0,10,0,0,0,10
"0x8111133a9870dd2fc23b9cae46ce471a7530866c",20,20,0,0,0,0,0,10,0,0,0,50
"0x80a7d538dd1a0921b12e6d0583475d0ab9b80148",20,0,0,0,0,0,0,10,0,0,0,30
"0x803634f2006c358d22e03f76264420bc146549cc",0,0,0,0,0,0,0,10,0,0,0,10
"0x7fa618ea206f7c27e12dd21b3b3713cc66a893dd",20,0,0,0,0,0,0,0,0,0,0,20
"0x7d7c00a0851fad3172e16d5401081d4822d568fe",20,20,0,50,0,0,0,10,10,0,0,110
"0x7860b1f3bb6f111ff29e93d18842677c660418b1",0,0,0,0,0,0,0,10,0,0,0,10
"0x785e2c0374120f6be08dbc1642d6e996f0ec6097",20,20,0,50,0,0,0,0,0,0,0,90
"0x76ef05ccc761766e6478661f6e890135e51aa546",20,20,0,0,0,0,0,10,10,0,0,60
"0x75ff82e2f29bac4679e371eeafe18bc4be4a2f21",20,20,0,0,0,0,0,10,0,0,0,50
"0x75399b821a5ffcb363aa570dc3acfd3edee6ccfb",20,0,0,0,0,0,0,10,10,0,0,40
