"holderAddress","DEPOSIT_NECT_VAULT","DEPOSIT_iBGT_VAULT","GALXE","CUBQUEST","HOLD_GENESIS_NFT","HOLD_BERAC_POL_NFT","HOLD_BERAC_POL_2_NFT","STAKE_DIRAC_Phase_2","Stake_LP_KODIAK","STAKE_INFRARED","STAKE_BGT_STATION","TOTAL_POINTS"
"0x7011981e060516503433024f0f988b5bb07acc1a",20,20,0,0,0,0,0,10,0,0,0,50
"0x6f728ff8f8cb2cbc0bfa542b2a52ea009c133f1b",0,0,0,0,0,0,0,10,0,0,0,10
"0x6b5a639861ed8ec959598d613a7de766dea7dd2b",0,0,0,0,0,0,0,10,0,0,0,10
"0x6ece26f7fc58af2dcf8f2eed38a593ff39760def",20,0,0,0,0,0,0,0,0,0,0,20
"0x6e91e00fad12e30878a12cb9bf121805a994cee5",20,20,0,50,0,0,0,10,10,0,0,110
"0x6c095a95a79329cadec3d9959d8e5480a8dc1478",20,20,0,0,0,0,0,10,10,0,0,60
"0x69c3cc7f3b1ac869091d1a51ca57365d6dd00bf6",20,0,0,0,0,0,0,10,0,0,0,30
"0x6850d96c81355ac02b6069e7bf8fcd1a272e2cd5",0,0,0,0,0,0,0,10,0,0,0,10
"0x66bb990af44a0c602ffbfd8aa19fc301f4129846",0,0,0,0,0,0,0,10,0,0,0,10
"0x661288a401f6cd634c637a3f814f8833d88ab629",0,20,0,0,0,0,0,10,0,0,0,30
"0x651a36c2334c914f3c997983c1c68e1f896bf1bb",20,20,0,0,0,0,0,0,0,0,0,40
"0x6424ef8136a0cd64e95d953d3b40e058f1278f90",0,0,0,0,0,0,0,10,0,0,0,10
"0x63f7a0c07b0692e3c8c65bb343123fdaaf5b223f",20,20,0,0,0,0,0,10,10,0,0,60
"0x63a7062961cb17107e763487371387cc1daf8af4",20,20,0,0,0,0,0,10,0,0,30,80
"0x63ff592f3d2a42adcfccee8e746883e40a15fed5",20,20,0,50,0,0,0,0,0,0,0,90
"0x63d0031bf8599f20021e539d8ee7352d77f7c3f0",20,20,0,0,0,0,0,10,10,0,0,60
"0x6384eb64923a930a7585d10e758924b637cc1c23",20,20,0,0,0,0,0,0,0,0,0,40
"0x630a23b392a6758aa2a234d43d2180d9b87a0805",0,0,0,0,0,0,0,10,0,0,0,10
"0x6291890166bc1af4b77bfabc24561f169ebfad8c",20,20,0,0,0,0,0,10,0,0,0,50
"0x62217aad69eca7ea1ee8580ca7c3c0fd90f0d26b",0,0,0,0,0,0,0,10,0,0,0,10
"0x6219699c111fd2b90f2f721869bfa79afd42801c",0,0,0,0,0,0,0,10,0,0,0,10
"0x61f201e2b7834da21ead767be2fa085e0b6bf6f8",0,0,0,0,0,0,0,10,0,0,0,10
"0x618829b892cc7ae6003c7231a1d760a998f48d25",0,0,0,0,0,0,0,10,0,0,0,10
"0x6144747ceec26b8b88ef15c3d18b73fdcaa3a4c0",20,0,0,0,0,0,0,10,0,0,0,30
"0x5ff30e32ae1d1a7a36d2226e4be85602729be9a6",0,0,0,0,0,0,0,10,0,0,30,40
"0x5ff24dc6da9a22ddf73f733d5f340b093ae7f2a6",20,20,0,0,0,0,0,0,0,0,0,40
"0x5e375b1247bc19debc350695976e5fa7ef958097",20,20,0,0,0,0,0,10,0,0,0,50
"0x5d7f1c3ed6f46d8c993cff3e04144689cb6f7d50",20,20,0,0,0,0,0,10,0,0,0,50
"0x5b020b49697a110235561581fcfc98a5a848edd3",20,20,0,0,0,0,0,10,0,0,30,80
"0x5a52fe1f50ad9c1adf1cd0a3419eeaed4b49fa1a",0,20,0,0,0,0,0,10,0,0,0,30
"0x5a20979788fee2d418e5632c83e8b34bd564e3bb",0,0,0,0,0,0,0,10,0,0,0,10
"0x5fbc9aa6cfb5dfcd7744e1defb22099ef73b5866",0,0,0,0,0,0,0,10,0,0,0,10
"0x5eb1605704b49cd31442f273aeb6017b28a8e64c",0,0,0,0,0,0,0,10,0,0,0,10
"0x5e30813817dfef158e2ca633e7cd8faeabd0b052",0,0,0,0,0,0,0,10,0,0,30,40
"0x5dccf517a59da9c0cbebf5f5cd00dfd7b5be88bc",20,20,0,0,0,0,0,10,0,0,0,50
"0x5c9d0b349161478b5ffcd5abc8e32a07d382f298",20,20,0,50,0,0,0,10,0,0,0,100
"0x5c06959265da9155e1a550345aab55638fdb5371",20,0,0,0,0,0,0,10,0,0,0,30
"0x5bebeaf24e67f2f1b2c7db3d79b489b9e4b165ec",0,0,0,0,0,0,0,10,0,0,0,10
"0x5bd7e6f14b03011bcd59b8289993be00683359cd",20,0,0,0,0,0,0,0,0,0,0,20
"0x5bb662b431ec29c55396db933f437def87725a48",0,0,0,0,0,0,0,10,0,0,0,10
"0x5a2258d47dd7c9beec25492b372594e5482d0c81",20,20,0,50,0,0,0,10,10,0,0,110
"0x599f07ef095e9862cef0c3fafd20980746776172",20,20,0,0,0,0,0,10,10,0,0,60
"0x581377db9436609b8d1fefcef58750aaaeb1d291",20,20,0,0,0,0,0,10,10,0,0,60
"0x57bb5ec9b9849b662acfc2645b3127f5c9a16427",20,20,0,0,0,0,0,0,0,0,0,40
"0x576843032fe7c94bbce1e1e62556761008cadacc",0,0,0,0,0,0,0,10,0,0,0,10
"0x56f93ae3191aa2a195295e9368991be125f0ab43",20,20,0,0,0,0,0,10,10,0,0,60
"0x55149193930760472b1b2103e240306921483c6a",20,0,0,0,0,0,0,0,0,0,0,20
"0x53dfc9a9c427fb038f15cd3d9d8c9b9c1d66fa5c",0,0,0,0,0,0,0,10,0,0,0,10
"0x53ad5695943033a75878ae747ee613937d213c8a",20,20,0,0,0,0,0,0,0,0,0,40
"0x538c6578483a9f775dbaf0ffbd231cf362c1fd47",20,20,0,0,0,0,0,10,0,0,0,50
"0x536d770c520c5e01d1b6899ed09032cd6c62de88",20,20,0,0,0,0,0,10,0,0,0,50
"0x51286aa8ffef77365d5e127801d6051d2b98a739",20,20,0,50,0,0,0,0,0,0,0,90
"0x50e28e88f68c5ac1985021b0ca97dff781483b89",20,20,0,0,0,0,0,10,10,0,0,60
"0x4f7183827a42f0803ca147ae4f718793593023ea",20,20,0,0,0,0,0,10,10,0,0,60
"0x4f25aa447157c0ac95dc01863d4ded1f22f97d2d",0,0,0,0,0,0,0,10,0,0,0,10
"0x4e1766d38d237a57e7c1709ef80b6079b6ad43dd",0,0,0,0,0,0,0,10,0,0,0,10
"0x4dcd4c3a6d4de71970d453fe49328c8a95db6075",0,0,0,0,0,0,0,10,0,0,0,10
"0x4c87a17dedd6f0c2ae45561e89c1c24b3f278637",20,20,0,0,0,0,0,0,0,0,0,40
"0x4a19eb8a01f4d1a1c6f613f6febf70280ad71e06",0,0,0,0,0,0,0,10,0,0,0,10
"0x4a0fa239f42d5ee03597a37f93aa6aeddef53163",0,0,0,0,0,0,0,10,0,0,0,10
"0x4c9d1f26b6bcfc49c8eb5d0c0b8d12fecec2f6eb",0,0,0,0,0,0,0,10,0,0,0,10
"0x4a9a7c4e5933f3774243aa8a1bb3227cba88ccd5",0,20,0,0,0,0,0,0,0,0,0,20
"0x49c4eba6756f0d9be037a83762c8ab500405c6e5",20,0,0,0,0,0,0,10,0,0,0,30
"0x49b211ba7805f8056f73333ac905a1f5a420276c",20,0,0,0,0,0,0,10,10,0,0,40
"0x481622ac0c0f505d443f4caac1ff09c7dfdd9e84",0,0,0,0,0,0,0,10,0,0,0,10
"0x474d7d70207fc6e133551927dd3cb212b086018f",20,20,0,0,0,0,0,0,0,0,0,40
"0x46fbdce5fdc55920237aed16ae8ee356d4d8371e",20,20,0,0,0,0,0,10,0,0,30,80
"0x46ec78a5c102f8da63dfbd4c2fd2833a125c8f48",20,20,0,0,0,0,0,10,10,0,0,60
"0x466d05e706a54ea6b48030ac416abf2bda1dbb73",0,0,0,0,0,0,0,10,0,0,0,10
"0x4550d00ef2fe69b1021009e003850f5bd35023b6",0,0,0,0,0,0,0,10,0,0,0,10
"0x454ba4ca5c704e5e17a6333ee0ac592e535b6880",0,0,0,0,0,0,0,10,0,0,0,10
"0x44a04381c56f85970321e2054d1b66ff529f01d7",20,20,0,0,0,0,0,10,0,0,0,50
"0x44f5921c35f52fb6cfb6faf82ecafa93e7a04686",0,0,0,0,0,0,0,10,0,0,0,10
"0x440b84f908111d935286f6914e09adaae28daed4",20,20,0,0,0,0,0,10,0,0,0,50
"0x43fa04b262d3c25ae39b0d12c6c2b4d7e4acca4d",20,20,0,0,0,0,0,10,0,0,0,50
"0x437fa680b583106b1fdbf2d8f2e3873842e866ad",20,20,0,0,0,0,0,10,10,0,0,60
"0x4308603556bb1d34b4571d73c2d63f8e965733d4",20,20,0,0,0,0,0,10,10,0,0,60
"0x422b5793527a75487e8a38358aad075f893a68fe",0,0,0,0,0,0,0,10,0,0,0,10
"0x41bdb18b6aeb807fe9c10b5d900f1b83ca84bca4",0,0,0,0,0,0,0,10,0,0,0,10
"0x41800d0948b875039f2a58d1bc9cf3fb35f2d22f",20,20,0,0,0,0,0,10,0,0,0,50
"0x3d571a99c2720f5754a7f28217c598f0fd8caa11",20,20,0,0,0,0,0,10,10,0,0,60
"0x3c00f34d220f35111c63b7fdfc6f062269dc2329",0,0,0,0,0,0,0,10,0,0,0,10
"0x3fcad701eb80aed1380d8d91a1dfad7c7678e56b",20,20,0,0,0,0,0,0,0,0,0,40
"0x3f2d731dd8480816d29c1a5cb1ff579060517372",0,0,0,0,0,0,0,10,0,0,0,10
"0x3df773ba37a804f90f28620e09e6e709c3b3c0fd",20,20,0,0,0,0,0,10,10,0,0,60
"0x3cb701add772c4beec98f7c82262ff06a8759b3b",0,0,0,0,0,0,0,10,0,0,0,10
"0x3beb5e96c21fee32c43bed747dc1fc4e57c5594e",20,20,0,0,0,0,0,10,0,0,0,50
"0x3a95d9deb7269d2c70d71d8a7b285082b900cdfe",0,0,0,0,0,0,0,10,0,0,0,10
"0x39c6c07537ca8387bd20cb8f8ab1cb5e1dccd29d",0,20,0,0,0,0,0,0,0,0,0,20
"0x3948b1dd5452925c0c82bd927a13e98cfaf78dfa",20,20,0,50,0,0,0,10,10,0,0,110
"0x3889e903ac79adf0e9c0a75be64852d8bc1fe92c",20,20,0,50,0,0,0,10,0,0,0,100
"0x37ad06dcd9ceb3f8b0df62722c8f3963898417ed",0,0,0,0,0,0,0,10,0,0,0,10
"0x37a054353c6f43b3de9d6d19be2117dc0e5c0f2c",20,20,0,0,0,0,0,10,10,0,30,90
"0x373741f583550865321e32758d4dbbee27256994",20,0,0,0,0,0,0,10,0,0,0,30
"0x372abd80250edf00a73ece2102010c2ae8055d3d",20,0,0,0,0,0,0,0,0,0,0,20
"0x36b84eef7bfed6b5ba290557fceb4feeb49766ce",0,0,0,0,0,0,0,10,0,0,0,10
"0x3620673a9c37b8604617a31807855d3de4f2b49a",20,20,0,0,0,0,0,0,10,0,0,50
"0x35b39c7a6480aa5b20c165519e6c987c58adaf8f",0,20,0,0,0,0,0,0,0,0,0,20
"0x3599d04da186e34d96cb2373f2f2f84146658a27",20,20,0,0,0,0,0,10,10,0,0,60
"0x35856d76f488dde751ccc213e1c8c5b836f10d3d",20,20,0,0,0,0,0,0,0,0,0,40
"0x349f8f2cdc53b217e85048e9122c4638ef3eba3a",20,20,0,0,0,0,0,10,0,0,0,50
"0x3250090e9749a51b44372fb9aa2548e8844e7f35",20,20,0,50,0,0,0,0,0,0,0,90
"0x31f057d6bb44daedb5e79aa08551b96361b1e671",0,0,0,0,0,0,0,10,0,0,0,10
"0x30c842b5091bca284e6ce48f3a07d6957f17b225",20,20,0,50,0,0,0,10,0,0,0,100
"0x2f68e3186ae1249804ccdd8ea9ba5fc46b699a63",0,0,0,0,0,0,0,10,0,0,0,10
"0x2f273b056b899845f5d511a439ce375b5280c175",20,0,0,0,0,0,0,10,0,0,0,30
"0x2c7ab7512c4b368e1ee937156bfaa57fe8a1a1f2",20,20,0,50,0,0,0,10,0,0,0,100
"0x2eed986a9e5a90ceedf59c55c9d84420ee2ca29c",0,20,0,0,0,0,0,10,0,0,0,30
"0x2b70891209cc41aa3bb608c3f9c3d64c2d284269",20,20,0,50,0,0,0,0,0,0,0,90
"0x29dad208ef39539a45095e207d02b0db17d0c23e",20,20,0,0,0,0,0,10,0,0,30,80
"0x29ad90ca832f86da05018a976beca583b69e2f1e",0,20,0,0,0,0,0,10,0,0,0,30
"0x2864be4b616bcde06a635776dfb4ccca3d2a0ed0",0,20,0,0,0,0,0,0,0,0,0,20
"0x281bfd06718de1054589822821ba389d0aedeb55",20,20,0,0,0,0,0,0,0,0,0,40
"0x2796c47f3ce68c34f1b70ce631088490d14e12c8",20,0,0,50,0,0,0,0,0,0,0,70
"0x27146cd533760e0867db2647dad531fde92d80ef",20,20,0,0,0,0,0,10,0,0,0,50
"0x267db83292a3400f7b9acb38ba7d841ecdbaeea3",0,0,0,0,0,0,0,10,0,0,0,10
"0x26717c5f59bba21602a4b19740987969bad4bf61",0,0,0,0,0,0,0,10,0,0,0,10
"0x25ee6c7dda81650e8961ddc78ef8326bae4f71c3",0,0,0,0,0,0,0,10,0,0,0,10
"0x25df430f7e5d48ae7782bc0d130467fddf907f3b",20,20,0,0,0,0,0,10,10,0,0,60
"0x24475ad2d3373899095ea1a2a745135d7013e850",20,20,0,0,0,0,0,0,0,0,0,40
"0x23894dd02bcf6137f4d3d4d66dda0cd87deb6963",20,20,0,0,0,0,0,10,10,0,0,60
"0x2308c4438a0527304a91d8c35d845b21944c5f76",0,20,0,0,0,0,0,10,0,0,0,30
"0x22bcbad96cbd333717d287272308fe68d87e109d",0,20,0,0,0,0,0,10,0,0,0,30
"0x2216d38e64a0c9679126e1dc178a5112a2897cd5",20,20,0,0,0,0,0,10,0,0,0,50
"0x214c297b732987cd80c6956ff8e02651468c7ba9",0,0,0,0,0,0,0,10,0,0,0,10
"0x1fcca4cc0722109f52335043ec3160f2cdbf69e8",0,0,0,0,0,0,0,10,0,0,0,10
"0x1f3dc84496b4f92d99de0aff54bb5ec84f15ce1d",0,0,0,0,0,0,0,10,0,0,0,10
"0x1f036e8ab2ea007fb2097dc0267bc1302de90520",20,20,0,0,0,0,0,10,10,0,0,60
"0x1e0cef7ded87a5c3a9b0f8df21bc012cb3237856",20,20,0,0,0,0,0,10,10,0,0,60
"0x1d67e5996f3ced2d55bbded362b7971e3855f67e",0,0,0,0,0,0,0,10,0,0,0,10
"0x1d467a32a978fd3174d1d879f3ba50d072b718a5",20,20,0,0,0,0,0,10,10,0,0,60
"0x1c0d826b1fb37c570206959d445f7c5224a0d841",20,20,0,0,0,0,0,10,10,0,0,60
"0x1b4dc17ef0b1870c40bcda3ec97a6edd90776594",20,20,0,0,0,0,0,10,10,0,0,60
"0x1f64f4b4d30125df11d3bec837e90d34b645c511",0,0,0,0,0,0,0,10,0,0,0,10
"0x1f4738f72e32af8f29f46291dec9ba2ddd6727d7",0,20,0,0,0,0,0,0,0,0,0,20
"0x1ecb4cef957a27832f8ca5dc10648c52ef230d0b",0,0,0,0,0,0,0,10,0,0,0,10
"0x1e046d916f52020c18eced5b0bcedf77159b451e",20,20,0,0,0,0,0,10,0,0,0,50
"0x1d9899ff6a7aeb7f3893b2cf9149b60bfb173f8d",20,20,0,0,0,0,0,10,0,0,0,50
"0x1d87d230c935b4e880c06c2a0deac310caae1a92",20,0,0,0,0,0,0,10,0,0,0,30
"0x18e2c4170d00cce1e1ad8160f82ccb958f00aa1c",0,20,0,0,0,0,0,10,0,0,0,30
"0x17f41285ef97d3b29ba74e4b27523341fcbd693c",20,20,0,0,0,0,0,10,10,0,0,60
"0x17d1360a49003945d52faf82c02a2075f3b7a772",20,20,0,50,0,0,0,0,0,0,0,90
"0x177f4b1a6bb945dcc6b19c5501592ed690c2a9b1",20,20,0,0,0,0,0,10,10,0,0,60
"0x176833010aabea8f34a368aac6043f6ab8ca333b",20,20,0,0,0,0,0,10,10,0,0,60
"0x174a372ac54f96bf16ead5c9371fe587ee99d5a0",20,20,0,50,0,0,0,10,0,0,0,100
"0x1746636d213366403fe6f5316c082c1ddaadcdfd",20,0,0,0,0,0,0,10,10,0,0,40
"0x1720f14cb3832c6f880cf12fe4766529fafaeb94",20,20,0,0,0,0,0,10,10,0,0,60
"0x163b33c875cd58acaeb557fdc00e30e17f826730",20,20,0,50,0,0,0,10,0,0,0,100
"0x15e4c7063f6d9cbbbfce2e6c82cc260ed9292515",0,0,0,0,0,0,0,10,0,0,30,40
"0x158362219750b24707b4e5f1638b969c0ff0c30f",20,20,0,0,0,0,0,0,0,0,0,40
"0x15297c9115a6f7c464691b918dc17e458ad8299d",20,20,0,0,0,0,0,10,10,0,0,60
"0x14aa9f37da7627b543acfd6b9d1aa320cd3a6595",20,20,0,0,0,0,0,10,10,0,0,60
"0x1399aa5c9b1480d3d07ebddb633155256bab5555",20,20,0,0,0,0,0,10,0,0,0,50
"0x1261a10b23f0e9fd39dabf923625e213bd8ff09c",20,20,0,50,0,0,0,0,0,0,0,90
"0x124af5d0fc3f5bd805f145f4eb4116da61dd528e",20,20,0,0,0,0,0,10,10,0,0,60
"0x11e7c5caa6dd51649dba8667b2edbd0ef65ca5b9",20,20,0,0,0,0,0,0,0,0,0,40
"0x0ede5842e756d319105aa55e012f39997a52a665",20,20,0,0,0,0,0,10,0,0,0,50
"0x0c183b61fdce4faf0419f9e280703fe23458fab4",0,20,0,0,0,0,0,0,0,0,0,20
"0x0b4092a339199368fbe0b8a63994a3a2e11c6299",20,20,0,0,0,0,0,0,0,0,0,40
"0x0a39ec7f93f54026ad7f70964a046b3364c1a05c",20,20,0,50,0,0,0,0,0,0,0,90
"0x0faab255a0996fc7c33ea5ada2e0b5599162e148",20,20,0,0,0,0,0,10,0,0,0,50
"0x0ec1daea7f40bce5c522c7458596abb3092ff9e2",20,20,0,50,0,0,0,10,10,0,0,110
"0x0cf86d9bbfe760e8c8544a150924e74228544c3f",0,20,0,0,0,0,0,10,10,0,0,40
"0x0be24795a5195c925ba6dcd06ba375ac336724f2",20,20,0,0,0,0,0,10,0,0,0,50
"0x0b4678ce83dcee44cbb31295e635b915fd03499a",20,20,0,0,0,0,0,0,0,0,0,40
"0x0b0027d8f023abb5619e8ac8f38ac26b9894ba25",20,20,0,0,0,0,0,10,0,0,0,50
"0x0a6d3d9635784e16e382deb6dd88bf50d29e0b18",20,20,0,0,0,0,0,10,10,0,0,60
"0x0a12fd439b5dd1298bdc67b6b70a35034007e224",0,20,0,0,0,0,0,0,0,0,0,20
"0x09623bc6658118b9ed54d923ee3209df24e84feb",0,0,0,0,0,0,0,10,0,0,0,10
"0x07f62f48709b2c427e54e102531d07d9e21ad99e",0,0,0,0,0,0,0,10,0,0,0,10
"0x078535dd69d9aade339b1352b1ccfd10dde887c7",20,0,0,0,0,0,0,10,0,0,0,30
"0x07722a42bef7f80e6fdfb60250128de248453ed3",20,20,0,0,0,0,0,10,0,0,0,50
"0x0744ce4d06413be5e6d4de21b531868041e138a2",20,20,0,0,0,0,0,10,10,0,0,60
"0x07372355df0799a9e82b0ab0073ac8114f0ad73b",20,20,0,0,0,0,0,10,10,0,0,60
"0x06ec737e061b368de0d9cd9cf00fb53b4870dbbc",20,20,0,0,0,0,0,10,10,0,0,60
"0x064b38e40e1605217e1b203b5b2b00dfeeecc73c",0,0,0,0,0,0,0,10,0,0,30,40
"0x055fd44e963d4b999e3299ab5841b637b0bfb40e",20,20,0,0,0,0,0,10,0,0,0,50
"0x0441f8dc75c7030d82df6334ce675f6cc50e7362",20,20,0,0,0,0,0,0,0,0,0,40
"0x04167fd6304170703524b6b07fa148dc88c636af",20,20,0,50,0,0,0,0,0,0,0,90
"0x03e245fd9e05c40265e7fea812c4463806bcab53",0,0,0,0,0,0,0,10,0,0,0,10
"0x027d5e5e1955da14149858cf1627f7ea886f5bc9",20,0,0,0,0,0,0,10,0,0,0,30
"0x0110ab9c9eb4b282cb33eed49e03c8e44684504b",20,20,0,50,0,0,0,10,0,0,0,100
"0x0059fef5225f9b667f0db1fe32313ea72395bbd5",0,0,0,0,0,0,0,10,0,0,0,10
"0xff3057501e33cdbf82825881ba155337f69a2c99",20,20,0,50,0,0,0,10,0,0,0,100
"0xd93644ce05957b4b51b5ad859f5465f70fe4af0a",0,0,0,0,0,0,0,10,0,0,0,10
"0xd646329b2c9172fa3b69cacc98dd86271323a7e6",20,20,0,0,0,0,0,10,0,0,0,50
"0xd019890bbade89b4fe94790aa805b3f8522fb40d",0,0,0,0,0,0,0,10,0,0,0,10
"0xcd25af126edd8e29e45f7ac5f00bd3449dc4ab44",0,0,0,0,0,0,0,10,0,0,0,10
"0xc6ac5950bb8d0ca3ab779551168cd82737610e69",20,20,0,0,0,0,0,10,0,0,0,50
"0xc4f58aaccab3a59b7d2f152777b797f8da609dac",0,0,0,0,0,0,0,10,0,0,0,10
"0xc2b66a85044089de5c036fd048552d84dd718065",0,20,0,0,0,0,0,0,0,0,0,20
"0xc23cc256c475039b374ae3e174fa29f7a0e1bef4",20,20,0,0,0,0,0,10,0,0,0,50
"0xb6a05e674b034524f3a7124b87e0cc3dde09acf1",20,20,0,0,0,0,0,10,0,0,0,50
"0xa2d2849b9fbf933371f4b5951173c7e59d955b18",0,20,0,0,0,0,0,10,0,0,0,30
"0xfe16cb64782486e33551426edd881eaf7cad8145",20,0,0,0,0,0,0,0,0,0,0,20
"0xfdb0341fec151708ae56387bd3fa9f07b9653de5",20,20,0,0,0,0,0,10,0,0,0,50
"0xf1ff2ee91de2811d95bcceac8bde072762fcd822",20,20,0,0,0,0,0,10,10,0,0,60
"0xe7f662894f85ca2abe7e9c155f1a880a8ff0a190",0,0,0,0,0,0,0,10,0,0,0,10
"0xe2b32fd55874c610ea8da9bc0b7f623d6cf8df5b",20,20,0,50,0,0,0,10,0,0,0,100
"0xd99bb98fbe7585b1404e0bfe411e8ca499e9e595",0,0,0,0,0,0,0,10,0,0,0,10
"0xcafd707ac173df3ede5e35cea4eca4aae0001efb",20,20,0,0,0,0,0,10,10,0,0,60
"0xc6232e3a240b4bdaa9f9d0011b427ad883622cec",20,20,0,0,0,0,0,10,10,0,0,60
"0xc35ae671ab09579ac2a983c451843e3ae34dd42b",20,20,0,50,0,0,0,0,0,0,0,90
"0xb7a8590a030ac2405a0e74d998de536ebf511dd4",0,0,0,0,0,0,0,10,0,0,0,10
"0xb462d508f5a758138df1ca162796ea4726c8bec7",20,20,0,0,0,0,0,10,0,0,0,50
"0xb45926cd291172a8c5b47b1334552b1f47a14587",20,0,0,50,0,0,0,10,0,0,0,80
"0xb3cab9f72675c736e7195a952468949b8cc18911",20,20,0,0,0,0,0,10,0,0,0,50
"0xb3975f9b1868efb07b55f91dc2de573dac56718e",20,20,0,0,0,0,0,10,10,0,0,60
"0xae2eb81b9a0ac5d69e8ab79f01a0a3e9c2174bd5",20,0,0,0,0,0,0,0,0,0,0,20
"0x9cdf4e47ce11a73c03cb704474dafc6d5474ae91",0,0,0,0,0,0,0,10,0,0,0,10
"0x9840c17cd6dec40efb78805c1e0684a623c655a6",20,20,0,0,0,0,0,10,0,0,0,50
"0x96f4136edf73dd105fc987f4eefcbb9ed33d50e6",0,0,0,0,0,0,0,10,0,0,0,10
"0x940e6a6ee32c4e20674ff1c2e3b184c07b5afbe0",20,20,0,0,0,0,0,10,0,0,0,50
"0x915958f266888fbf524192b5315b4636439f915a",0,0,0,0,0,0,0,10,0,0,0,10
"0x8fdfc92e9038bc2edfb912f2b32bcc20c6e57ecf",20,20,0,0,0,0,0,10,0,0,0,50
"0x8d3c147d35063db6083b3a5afb97bc2c84fad3b7",20,20,0,0,0,0,0,10,0,0,0,50
"0x8733551d95392bd8f4a246f762ac2bf90efccd50",0,0,0,0,0,0,0,10,0,0,0,10
"0x8013a922cd18834d48789e6a808024c46b460ab1",20,20,0,0,0,0,0,10,10,0,0,60
"0x7caa976b75c667f972d49293b1dd1b6a951ea48e",20,20,0,0,0,0,0,10,0,0,0,50
"0x7e3efddea7a3c56d3cac29685b30932e4a67230b",20,20,0,0,0,0,0,10,0,0,0,50
"0x7e144bbe33e78853555e4eff7db594d64b27b7d2",20,20,0,0,0,0,0,10,0,0,0,50
"0x6d9c614826aac5efe4e85f8171a1e609c523efea",0,0,0,0,0,0,0,10,0,0,0,10
"0x5ff570067aaa86b406930a49149b70bde18e6fe7",20,20,0,0,0,0,0,10,10,0,0,60
"0x5e0db0ba7ac8a89a4670e66fd76c93992b8f9c30",20,20,0,0,0,0,0,10,0,0,0,50
"0x59ca63966222a67acdedbf74a8157ef9b667c191",0,20,0,0,0,0,0,0,0,0,0,20
"0x57d8d95776753b5c3a519b49d79450b642e87559",20,20,0,0,0,0,0,10,0,0,0,50
"0x55518871a298525b70c77b56904ef21e018d3461",20,20,0,0,0,0,0,10,0,0,0,50
"0x54bb16502d465966e257315449059535f69f3137",20,20,0,50,0,0,0,10,10,0,0,110
"0x5268b4207117a9130b0c6aa469a00e09c72a71d3",0,0,0,0,0,0,0,10,0,0,0,10
"0x5081198c8ba00da6ce715b64e19e4b7a95d08653",0,0,0,0,0,0,0,10,0,0,0,10
"0x4ef40f502f95a25b489f866c9247bcbfd10bf53a",0,0,0,0,0,0,0,0,10,0,0,10
"0x4c61bda8a93ed521964d187ec26d31dd6f36e1a7",0,0,0,0,0,0,0,10,0,0,0,10
"0x4a9d4d7a8b2ec8eae9eb8f1a52eb655a076806b7",20,0,0,0,0,0,0,10,0,0,0,30
"0x459382b17353204f034aa857af4717f968bee841",20,20,0,0,0,0,0,10,10,0,30,90
"0x45836602022a82fe9b60311a311e28f4513b3dc2",20,20,0,0,0,0,0,10,0,0,0,50
"0x4398da974c53fae15341ef5d28f5d357891f3f40",0,0,0,0,0,0,0,10,0,0,0,10
"0x40d85472102d2e8d75c339eb1d3b5c32281cf3f4",20,0,0,0,0,0,0,0,0,0,0,20
"0x3b9dd258c0132059dde6bb12e80e93acb80cedf8",0,0,0,0,0,0,0,10,0,0,0,10
"0x392967779077e1eef051ca7ba29ee3d9a871b56c",0,20,0,0,0,0,0,0,0,0,0,20
"0x2f7c373d8920d427b4f5a2f29778ec4432e163e5",20,20,0,0,0,0,0,10,10,0,0,60
"0x2e244a48bf10a2b770f14539dde8048278aea52b",0,20,0,0,0,0,0,10,0,0,0,30
"0x2a413abe9c9fbff9fb665b45511116b9728e1076",20,20,0,0,0,0,0,10,0,0,0,50
"0x2d49a679f144a525c632742dae581a1c056cc24e",20,20,0,0,0,0,0,0,0,0,0,40
"0x26c8ebc31966b82d55ccccfbc4d799f14c350ee1",20,20,0,0,0,0,0,10,10,0,0,60
"0x219e0cc16749aac19f9e7030c268d87ba011fc89",0,0,0,0,0,0,0,10,10,0,0,20
"0x2112082f961fa1814e601ecc72592dfecf3b26db",0,0,0,0,0,0,0,10,0,0,0,10
"0x1ce8d306370902d33ed123dbef380daea248d1c7",20,20,0,0,0,0,0,10,0,0,0,50
"0x1b61e0df0b7179ea806d413969767fa1493af781",20,0,0,0,0,0,0,0,0,0,0,20
"0x16cbedd9875907fab04fe7bfd4697c6cb742d351",0,0,0,0,0,0,0,10,0,0,0,10
"0x047e9205dd1a68ad498f6d7675473d4793ba99dc",20,20,0,0,0,0,0,0,0,0,30,70
"0x9712c91c317d4442ea8a99a5aa8642d0c1888e75",20,20,0,0,0,0,0,10,0,0,0,50
"0x73f9ca07e42be4784a3f7e5d40dabe2eabf0baf6",20,20,0,0,0,0,0,0,0,0,0,40
"0x89842a5427c65fe43939386947bdcd293b0229e0",0,0,0,0,0,0,0,10,0,0,0,10
"0x21c67249bdf8621f6e8419a93e98bb3df4fd0414",20,0,0,0,0,0,0,0,0,0,0,20
"0x348fbde9040e32009112d8e251b0840655fad3f7",20,20,0,0,0,0,0,0,10,0,0,50
